Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled  by Customer,Reason for Cancelling by Customer,Cancelled Rides by Driver,Reason for Cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Payment Method,Ride Distance,Driver Ratings,Customer Rating
26/01/2024,6:00:00,CNR9792164,Cancelled by Driver,263519,Auto,Area-40,Area-45,,,0,,1,More than permitted people in there,0,,,,,,
28/01/2024,22:00:00,CNR0374404,Success,935446,Prime Sedan,Area-19,Area-32,6.73,12.79,0,,0,,0,,1660.38,Cash,31.63,4.9,3.5
24/01/2024,3:00:00,CNR2526175,Cancelled by Driver,295794,Prime SUV,Area-13,Area-36,,,0,,1,Personal & Car related issues,0,,,,,,
12/01/2024,21:00:00,CNR2833765,Cancelled by Customer,535633,Prime Plus,Area-38,Area-40,,,1,Driver asked to cancel,0,,0,,,,,,
01/01/2024,6:00:00,CNR8624647,Cancelled by Driver,581122,Auto,Area-9,Area-13,,,0,,1,The customer was coughing/sick,0,,,,,,
24/01/2024,5:00:00,CNR1186626,Success,933611,Prime Sedan,Area-7,Area-50,14.72,8.38,0,,0,,0,,739.57,UPI,44.15,4.1,4.6
24/01/2024,21:00:00,CNR0696691,Success,497071,eBike,Area-32,Area-28,9.86,23.22,0,,0,,0,,455.38,UPI,36.08,3.8,4.6
25/01/2024,8:00:00,CNR0335563,Success,525201,Bike,Area-3,Area-22,4.46,9,0,,0,,0,,226.64,Wallet,7.27,4.7,4.1
14/01/2024,7:00:00,CNR8121338,Success,642717,Prime SUV,Area-9,Area-21,11.76,16.22,0,,0,,0,,1315.03,Wallet,36.91,4.3,3.4
20/01/2024,7:00:00,CNR2132412,Success,670788,Prime Sedan,Area-6,Area-8,15.46,10.61,0,,0,,0,,1024.28,Card,26.04,3.5,4.5
12/01/2024,3:00:00,CNR8531706,Incomplete,684303,Prime Plus,Area-2,Area-33,,,0,,0,,1,Vehicle Breakdown,,,,,
04/01/2024,15:00:00,CNR3911740,Cancelled by Driver,928227,Prime Plus,Area-12,Area-31,,,0,,1,Customer related issue,0,,,,,,
04/01/2024,1:00:00,CNR4371493,Success,202111,Auto,Area-30,Area-22,17.86,15.02,0,,0,,0,,285.06,Wallet,2.62,5,3.2
04/01/2024,4:00:00,CNR1828092,Success,486885,Prime SUV,Area-46,Area-26,9.65,24.96,0,,0,,0,,750.72,Cash,11.79,4.5,4.5
24/01/2024,21:00:00,CNR4784363,Success,184183,Prime Sedan,Area-31,Area-47,19.58,22.09,0,,0,,0,,1508.3,UPI,14.21,5,4.6
10/01/2024,20:00:00,CNR1162176,Cancelled by Driver,380263,Mini,Area-2,Area-3,,,0,,1,Customer related issue,0,,,,,,
18/01/2024,2:00:00,CNR1642017,Cancelled by Customer,618227,Mini,Area-24,Area-8,,,1,Driver asked to cancel,0,,0,,,,,,
21/01/2024,22:00:00,CNR6787085,Incomplete,842604,Mini,Area-22,Area-27,,,0,,0,,1,Customer Demand,,,,,
13/01/2024,0:00:00,CNR3690089,Success,265834,Auto,Area-50,Area-18,5.76,13.99,0,,0,,0,,1717.18,Card,6.21,4,4.5
07/01/2024,15:00:00,CNR0366610,Success,104142,Mini,Area-40,Area-38,2.66,17.4,0,,0,,0,,497.41,Card,19.33,4.7,3.9
01/01/2024,0:00:00,CNR1893430,Incomplete,340876,eBike,Area-44,Area-46,,,0,,0,,1,Customer Demand,,,,,
08/01/2024,18:00:00,CNR3272463,Success,637580,Prime Sedan,Area-18,Area-2,5.99,15.63,0,,0,,0,,215.43,UPI,32.43,3.8,3.4
24/01/2024,9:00:00,CNR6625033,Success,806828,Auto,Area-12,Area-32,14.36,11.17,0,,0,,0,,679.62,Cash,9.84,3.3,4.5
28/01/2024,14:00:00,CNR6253578,Cancelled by Driver,613230,Prime SUV,Area-33,Area-31,,,0,,1,Customer related issue,0,,,,,,
15/01/2024,1:00:00,CNR8550935,Success,813546,Prime Plus,Area-37,Area-1,19.48,8.73,0,,0,,0,,524.55,Wallet,10.02,3.5,4.7
13/01/2024,15:00:00,CNR6926951,Success,706702,Auto,Area-34,Area-32,9.68,19.36,0,,0,,0,,1923.72,Wallet,24.99,4.5,3
19/01/2024,8:00:00,CNR1346005,Cancelled by Customer,752410,Bike,Area-18,Area-49,,,1,Driver asked to cancel,0,,0,,,,,,
22/01/2024,15:00:00,CNR6718151,Success,857400,Prime Plus,Area-47,Area-14,10.35,4.25,0,,0,,0,,1433.49,Card,48.15,4.9,3.2
04/01/2024,10:00:00,CNR2777866,Success,393789,Bike,Area-34,Area-24,4.49,5.46,0,,0,,0,,899.4,Wallet,20.02,3.1,4.9
02/01/2024,10:00:00,CNR5951601,Success,738125,Auto,Area-19,Area-8,5.71,6.79,0,,0,,0,,1351.84,Cash,44.15,4,4.7
21/01/2024,15:00:00,CNR0726157,Success,526290,Auto,Area-21,Area-10,12.01,25.68,0,,0,,0,,1637.55,Cash,17,3,3.6
04/01/2024,14:00:00,CNR2134167,Cancelled by Driver,213952,Mini,Area-34,Area-14,,,0,,1,Personal & Car related issues,0,,,,,,
10/01/2024,11:00:00,CNR6756422,Success,630415,Prime Plus,Area-9,Area-50,1.51,14.54,0,,0,,0,,1140.18,Cash,20.67,3.2,4.8
10/01/2024,2:00:00,CNR5295862,Incomplete,555250,Prime Sedan,Area-33,Area-39,,,0,,0,,1,Vehicle Breakdown,,,,,
07/01/2024,20:00:00,CNR6752328,Success,540760,Mini,Area-3,Area-9,16.04,7.22,0,,0,,0,,1659.15,Cash,47.35,3.6,4.2
20/01/2024,20:00:00,CNR4510322,Success,719438,Prime Plus,Area-28,Area-11,9.67,2.53,0,,0,,0,,196.77,Card,42.52,3.9,4.6
08/01/2024,6:00:00,CNR9688279,Cancelled by Driver,557909,Mini,Area-41,Area-1,,,0,,1,The customer was coughing/sick,0,,,,,,
22/01/2024,18:00:00,CNR9989867,Cancelled by Driver,833780,Mini,Area-50,Area-43,,,0,,1,More than permitted people in there,0,,,,,,
06/01/2024,3:00:00,CNR4017750,Success,920233,Mini,Area-19,Area-27,15.69,23.36,0,,0,,0,,724.59,Cash,21.11,4.4,4.3
07/01/2024,5:00:00,CNR6777274,Success,747607,Bike,Area-10,Area-3,12.83,26.85,0,,0,,0,,258.62,Cash,24.88,4.5,4
05/01/2024,2:00:00,CNR2162176,Success,534596,Mini,Area-7,Area-11,8.97,21.79,0,,0,,0,,1271.78,Wallet,42.64,3.4,4.4
11/01/2024,15:00:00,CNR5114702,Success,889168,Bike,Area-26,Area-9,6.02,10.37,0,,0,,0,,236.2,Card,39.87,4.5,3.3
08/01/2024,6:00:00,CNR4815525,Success,436430,Bike,Area-2,Area-19,14.98,8.58,0,,0,,0,,1148.24,UPI,40.9,4.5,4
21/01/2024,1:00:00,CNR6496791,Success,458613,Mini,Area-25,Area-22,8.12,8.45,0,,0,,0,,1766.64,Cash,7.13,4.3,4.5
26/01/2024,22:00:00,CNR6657445,Cancelled by Driver,927752,eBike,Area-35,Area-38,,,0,,1,More than permitted people in there,0,,,,,,
22/01/2024,15:00:00,CNR3494735,Success,194778,Mini,Area-27,Area-18,7.23,27.23,0,,0,,0,,1338.28,UPI,22.81,4.7,3.3
18/01/2024,16:00:00,CNR5613231,Success,706668,Mini,Area-38,Area-4,12.08,7.88,0,,0,,0,,901.53,UPI,17.53,4.8,3.7
12/01/2024,11:00:00,CNR1054612,Success,722477,Prime Plus,Area-38,Area-16,4.89,14.87,0,,0,,0,,1878.37,Wallet,25.8,3.5,3.9
06/01/2024,23:00:00,CNR9774259,Success,636089,Auto,Area-12,Area-30,19.96,16.3,0,,0,,0,,1062.09,Card,9.11,4.5,4.8
21/01/2024,1:00:00,CNR8426535,Success,420822,Prime Plus,Area-2,Area-26,10.72,8.51,0,,0,,0,,262.51,UPI,5.91,3.4,4.5
12/01/2024,1:00:00,CNR1438849,Success,186750,Auto,Area-32,Area-3,18.33,18.31,0,,0,,0,,547.14,Wallet,25.33,3.4,3.5
19/01/2024,13:00:00,CNR4289001,Incomplete,782876,Prime Sedan,Area-37,Area-4,,,0,,0,,1,Vehicle Breakdown,,,,,
26/01/2024,17:00:00,CNR9644293,Success,522675,Prime Sedan,Area-13,Area-25,12.79,8.71,0,,0,,0,,591.58,Cash,1.34,4.6,3.5
28/01/2024,12:00:00,CNR0513984,Cancelled by Customer,356019,Prime Sedan,Area-23,Area-23,,,1,Change of plans,0,,0,,,,,,
06/01/2024,7:00:00,CNR0969973,Success,797439,Mini,Area-20,Area-28,7.05,21.41,0,,0,,0,,412.81,Cash,2.73,3.1,4
09/01/2024,22:00:00,CNR0282885,Success,667131,Auto,Area-8,Area-40,14.33,20.02,0,,0,,0,,319.57,UPI,14.25,4.3,4
29/01/2024,15:00:00,CNR4070475,Success,337532,Bike,Area-27,Area-20,7.49,12.48,0,,0,,0,,1656.95,UPI,3.99,4.7,4.1
12/01/2024,22:00:00,CNR3741644,Cancelled by Driver,128709,Prime Plus,Area-30,Area-2,,,0,,1,Personal & Car related issues,0,,,,,,
14/01/2024,22:00:00,CNR5632020,Cancelled by Driver,186955,Prime SUV,Area-14,Area-33,,,0,,1,The customer was coughing/sick,0,,,,,,
25/01/2024,14:00:00,CNR9720424,Success,320829,Prime Plus,Area-36,Area-24,18.18,29.85,0,,0,,0,,1130.06,UPI,45.94,4.4,3.8
23/01/2024,7:00:00,CNR7249211,Success,300630,Auto,Area-44,Area-5,14.01,6.6,0,,0,,0,,826.11,Cash,48.07,3.6,4.1
16/01/2024,15:00:00,CNR1853920,Success,201085,Bike,Area-22,Area-19,19.82,3.64,0,,0,,0,,763.56,UPI,21.47,4.2,3.3
14/01/2024,10:00:00,CNR3965384,Success,797714,Prime Sedan,Area-11,Area-24,9,3.94,0,,0,,0,,491.87,UPI,39.89,4.6,4.4
30/01/2024,21:00:00,CNR8969966,Success,933979,Bike,Area-1,Area-23,1.13,29.33,0,,0,,0,,1611.28,UPI,34.98,4.3,3.1
28/01/2024,2:00:00,CNR5664717,Cancelled by Driver,593255,Bike,Area-40,Area-20,,,0,,1,The customer was coughing/sick,0,,,,,,
28/01/2024,22:00:00,CNR7799646,Success,106445,Mini,Area-21,Area-38,16.96,13.34,0,,0,,0,,1838.27,Cash,10.48,4.2,4.7
07/01/2024,21:00:00,CNR0347004,Success,581560,Prime Plus,Area-48,Area-1,13.68,30,0,,0,,0,,375.59,Card,3.89,4.3,3.7
22/01/2024,16:00:00,CNR1843308,Success,746640,Auto,Area-17,Area-7,18.37,17.02,0,,0,,0,,339.86,Card,34.61,3.1,3.2
10/01/2024,22:00:00,CNR5082814,Success,488951,Prime SUV,Area-4,Area-12,6.25,28.29,0,,0,,0,,628.76,Cash,45.43,3.2,4.4
28/01/2024,8:00:00,CNR1271611,Success,266930,eBike,Area-9,Area-38,11.27,5.12,0,,0,,0,,1407.66,Card,6.12,4.7,3.6
28/01/2024,22:00:00,CNR5549277,Cancelled by Customer,403866,Prime SUV,Area-27,Area-25,,,1,Driver asked to cancel,0,,0,,,,,,
23/01/2024,15:00:00,CNR8151864,Cancelled by Driver,440200,Mini,Area-41,Area-14,,,0,,1,Personal & Car related issues,0,,,,,,
20/01/2024,19:00:00,CNR2183836,Success,644603,Prime Sedan,Area-19,Area-30,7.07,5.78,0,,0,,0,,585.08,Cash,25.75,4.9,3.7
24/01/2024,13:00:00,CNR9816656,Cancelled by Driver,325206,eBike,Area-42,Area-20,,,0,,1,More than permitted people in there,0,,,,,,
09/01/2024,13:00:00,CNR1851371,Cancelled by Driver,951618,Prime SUV,Area-17,Area-22,,,0,,1,The customer was coughing/sick,0,,,,,,
10/01/2024,23:00:00,CNR8879142,Incomplete,180539,Auto,Area-41,Area-4,,,0,,0,,1,Customer Demand,,,,,
10/01/2024,10:00:00,CNR4748712,Success,143059,Prime Sedan,Area-28,Area-6,16.81,8.4,0,,0,,0,,1481.02,Wallet,21.19,4.1,3.9
20/01/2024,18:00:00,CNR5874525,Success,723029,Prime Plus,Area-24,Area-35,1.15,28.9,0,,0,,0,,1510.76,UPI,2.05,4.6,4.4
20/01/2024,12:00:00,CNR5793573,Success,575763,Mini,Area-50,Area-50,10.64,19.79,0,,0,,0,,761.75,Card,16.6,3.4,3.2
03/01/2024,6:00:00,CNR1021696,Cancelled by Driver,934284,eBike,Area-2,Area-28,,,0,,1,Personal & Car related issues,0,,,,,,
09/01/2024,8:00:00,CNR1460577,Success,944969,Mini,Area-13,Area-12,10.37,12.17,0,,0,,0,,1191.09,Wallet,2.8,4.6,4.9
06/01/2024,14:00:00,CNR3653331,Success,862108,Prime SUV,Area-42,Area-21,12.27,13.7,0,,0,,0,,410.65,Card,40.27,4,4.6
11/01/2024,2:00:00,CNR3344417,Incomplete,993292,Mini,Area-38,Area-22,,,0,,0,,1,Vehicle Breakdown,,,,,
12/01/2024,15:00:00,CNR0309539,Success,575154,eBike,Area-40,Area-34,9.96,7.52,0,,0,,0,,504.62,Card,21.69,3.4,4.8
08/01/2024,6:00:00,CNR7210205,Success,875818,eBike,Area-17,Area-20,17.37,19.73,0,,0,,0,,509.04,Wallet,15.56,4.1,4.2
08/01/2024,11:00:00,CNR6143078,Success,157596,Mini,Area-40,Area-39,17.81,9.41,0,,0,,0,,1506.5,Wallet,29.37,3.9,4.8
11/01/2024,10:00:00,CNR2584603,Success,981365,Bike,Area-40,Area-11,13.93,19.68,0,,0,,0,,1139.99,Wallet,4.32,4,4.5
12/01/2024,7:00:00,CNR9357372,Success,501965,eBike,Area-30,Area-43,11.86,27.7,0,,0,,0,,625,UPI,42.52,3.9,3.8
11/01/2024,1:00:00,CNR5784101,Success,651000,Prime Plus,Area-17,Area-22,19.43,26.34,0,,0,,0,,331.24,UPI,23.07,4.4,4.4
27/01/2024,1:00:00,CNR4335326,Success,136052,eBike,Area-3,Area-3,16.88,28.11,0,,0,,0,,1104.66,UPI,34.49,5,3.1
10/01/2024,17:00:00,CNR5620591,Cancelled by Driver,138940,Mini,Area-39,Area-15,,,0,,1,More than permitted people in there,0,,,,,,
07/01/2024,12:00:00,CNR8961878,Cancelled by Driver,682986,Prime Sedan,Area-46,Area-47,,,0,,1,The customer was coughing/sick,0,,,,,,
03/01/2024,15:00:00,CNR8122442,Cancelled by Customer,662263,eBike,Area-46,Area-13,,,1,Wrong Address,0,,0,,,,,,
15/01/2024,8:00:00,CNR9922076,Success,230846,Prime Plus,Area-3,Area-4,2.37,27.68,0,,0,,0,,341.29,Card,44.46,3.3,4.8
03/01/2024,8:00:00,CNR1733898,Success,592032,Prime SUV,Area-49,Area-4,13.39,1.58,0,,0,,0,,1562.16,Cash,1.39,4.6,4.3
03/01/2024,18:00:00,CNR5824073,Success,213294,Bike,Area-33,Area-49,2.46,21.66,0,,0,,0,,1936.06,UPI,6.06,3.9,4.3
19/01/2024,3:00:00,CNR9185241,Success,462627,Mini,Area-38,Area-2,14.31,19.8,0,,0,,0,,914.33,UPI,42.21,3.6,3.6
13/01/2024,15:00:00,CNR5963073,Success,575578,Auto,Area-35,Area-3,16.5,19.91,0,,0,,0,,1681.34,Wallet,42.59,4.7,3.8
10/01/2024,23:00:00,CNR9730624,Success,452063,Auto,Area-1,Area-3,3.1,29.45,0,,0,,0,,571.41,Wallet,8.43,3,4.7
16/01/2024,20:00:00,CNR8229682,Success,338602,Prime Plus,Area-26,Area-1,11.54,16.22,0,,0,,0,,1611.56,Wallet,37.22,4.3,4.3
18/01/2024,18:00:00,CNR4899555,Success,498479,Bike,Area-35,Area-49,14.89,16.76,0,,0,,0,,1654.16,Wallet,9.02,4.4,4.5
28/01/2024,3:00:00,CNR2724212,Success,512949,Prime SUV,Area-31,Area-10,2.61,13.46,0,,0,,0,,1846.08,Wallet,11.04,3.7,3.3
07/01/2024,10:00:00,CNR3916040,Success,953941,Auto,Area-39,Area-20,7.03,5.89,0,,0,,0,,366.54,Card,46.21,4.2,5
24/01/2024,19:00:00,CNR8966471,Success,374191,Prime Sedan,Area-22,Area-32,8.22,28.56,0,,0,,0,,831.47,UPI,16.27,3.6,3.4
27/01/2024,1:00:00,CNR7200771,Success,502283,Bike,Area-47,Area-46,9.75,27.74,0,,0,,0,,1070.1,Cash,10.78,4.9,3.2
22/01/2024,15:00:00,CNR9541910,Cancelled by Driver,530445,Auto,Area-29,Area-9,,,0,,1,The customer was coughing/sick,0,,,,,,
30/01/2024,3:00:00,CNR7771372,Cancelled by Driver,624255,Bike,Area-4,Area-28,,,0,,1,Customer related issue,0,,,,,,
16/01/2024,14:00:00,CNR6150086,Cancelled by Customer,608489,Prime SUV,Area-48,Area-38,,,1,Driver asked to cancel,0,,0,,,,,,
23/01/2024,4:00:00,CNR5156185,Success,738301,Prime Plus,Area-1,Area-5,17.51,10.15,0,,0,,0,,575.43,Wallet,19.53,4.5,3.8
30/01/2024,14:00:00,CNR0051413,Success,834155,Mini,Area-14,Area-29,1.74,16.86,0,,0,,0,,267.5,Card,43.83,4.4,4.8
11/01/2024,15:00:00,CNR4624623,Incomplete,566191,eBike,Area-22,Area-5,,,0,,0,,1,Customer Demand,,,,,
07/01/2024,21:00:00,CNR2242368,Success,847059,Prime Sedan,Area-34,Area-19,13.68,8.94,0,,0,,0,,1134.62,Card,16.62,3.4,3.6
08/01/2024,19:00:00,CNR3175578,Success,844611,Prime SUV,Area-11,Area-30,7.76,12.71,0,,0,,0,,380.98,Card,35.08,4.8,4.9
20/01/2024,18:00:00,CNR3995486,Cancelled by Customer,884954,Bike,Area-35,Area-36,,,1,Change of plans,0,,0,,,,,,
23/01/2024,11:00:00,CNR8319101,Cancelled by Driver,600801,Mini,Area-18,Area-13,,,0,,1,Customer related issue,0,,,,,,
21/01/2024,6:00:00,CNR1138012,Cancelled by Customer,226602,Prime Sedan,Area-33,Area-28,,,1,Wrong Address,0,,0,,,,,,
01/01/2024,2:00:00,CNR7585150,Success,899912,eBike,Area-16,Area-26,5.04,26.41,0,,0,,0,,1500.88,UPI,7.29,3.4,3.1
27/01/2024,1:00:00,CNR8893875,Cancelled by Driver,140669,Mini,Area-46,Area-2,,,0,,1,The customer was coughing/sick,0,,,,,,
08/01/2024,11:00:00,CNR9361047,Success,919148,Prime Sedan,Area-7,Area-17,3.83,21.85,0,,0,,0,,229.16,Wallet,6.87,3.2,3.6
05/01/2024,9:00:00,CNR6947368,Success,668177,Mini,Area-17,Area-9,2.14,14.73,0,,0,,0,,1077.14,Wallet,26.54,3.4,3.4
18/01/2024,20:00:00,CNR1728548,Success,328096,Mini,Area-37,Area-46,18.22,10.7,0,,0,,0,,416.94,Cash,1.96,3,3.3
30/01/2024,7:00:00,CNR0380722,Success,902938,Mini,Area-19,Area-48,13.53,25.65,0,,0,,0,,1164.16,Card,46.53,3.7,3.7
11/01/2024,5:00:00,CNR3897336,Incomplete,232197,Mini,Area-15,Area-14,,,0,,0,,1,Other Issue,,,,,
10/01/2024,19:00:00,CNR3409049,Success,261280,Mini,Area-28,Area-20,19.03,16.23,0,,0,,0,,1037.53,Cash,21.02,4.8,4.4
12/01/2024,10:00:00,CNR9064494,Incomplete,968920,Prime SUV,Area-45,Area-14,,,0,,0,,1,Customer Demand,,,,,
12/01/2024,23:00:00,CNR2148702,Cancelled by Customer,539392,Auto,Area-23,Area-28,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
30/01/2024,14:00:00,CNR5966581,Cancelled by Driver,818517,Prime Sedan,Area-6,Area-12,,,0,,1,Customer related issue,0,,,,,,
18/01/2024,8:00:00,CNR5306226,Cancelled by Driver,838779,Prime Plus,Area-43,Area-11,,,0,,1,The customer was coughing/sick,0,,,,,,
05/01/2024,1:00:00,CNR1529679,Cancelled by Customer,289327,eBike,Area-10,Area-22,,,1,AC is not working,0,,0,,,,,,
01/01/2024,1:00:00,CNR5459743,Success,241177,Prime Sedan,Area-46,Area-12,5.59,23.19,0,,0,,0,,1096.75,UPI,44.81,3.5,3.9
12/01/2024,3:00:00,CNR3878851,Success,386672,Mini,Area-49,Area-48,12.92,23.57,0,,0,,0,,302.66,Cash,41.89,4.6,3.7
06/01/2024,22:00:00,CNR9574731,Incomplete,265881,Prime SUV,Area-8,Area-50,,,0,,0,,1,Other Issue,,,,,
26/01/2024,21:00:00,CNR0272130,Success,272648,Bike,Area-2,Area-38,7.23,24.03,0,,0,,0,,177.58,UPI,22.95,4.6,3
06/01/2024,19:00:00,CNR5423545,Success,532331,Auto,Area-16,Area-21,11.89,11.75,0,,0,,0,,453.9,Cash,24.89,3.2,4.7
04/01/2024,1:00:00,CNR1810611,Cancelled by Customer,783538,Bike,Area-39,Area-4,,,1,Wrong Address,0,,0,,,,,,
07/01/2024,1:00:00,CNR9571162,Success,887476,Prime Sedan,Area-25,Area-35,6.26,18.79,0,,0,,0,,982.75,UPI,38.8,3.2,3.5
22/01/2024,0:00:00,CNR8551318,Cancelled by Driver,469547,Bike,Area-34,Area-33,,,0,,1,More than permitted people in there,0,,,,,,
18/01/2024,15:00:00,CNR2033020,Success,420844,Prime Sedan,Area-43,Area-42,3.69,9.21,0,,0,,0,,1175.88,Wallet,46.62,4.1,4
14/01/2024,4:00:00,CNR3579111,Cancelled by Driver,681648,Prime Plus,Area-39,Area-49,,,0,,1,Personal & Car related issues,0,,,,,,
24/01/2024,3:00:00,CNR7075393,Success,433949,Prime SUV,Area-8,Area-27,12.96,23.05,0,,0,,0,,1665.72,Wallet,12.22,4.6,3.6
28/01/2024,6:00:00,CNR3180036,Cancelled by Driver,691963,eBike,Area-14,Area-6,,,0,,1,The customer was coughing/sick,0,,,,,,
16/01/2024,6:00:00,CNR5608735,Success,932368,eBike,Area-13,Area-10,19,5.79,0,,0,,0,,926.45,Wallet,49.36,4.1,4.6
06/01/2024,16:00:00,CNR4887155,Success,428326,Prime Plus,Area-16,Area-39,5.01,11.49,0,,0,,0,,1542.29,UPI,4.31,4.5,4
25/01/2024,16:00:00,CNR1749228,Cancelled by Driver,669968,Mini,Area-5,Area-40,,,0,,1,Customer related issue,0,,,,,,
12/01/2024,6:00:00,CNR8040294,Success,172859,Mini,Area-13,Area-31,19.5,13.92,0,,0,,0,,688.03,Wallet,10.77,3.8,4.3
22/01/2024,18:00:00,CNR0537844,Cancelled by Driver,599696,Mini,Area-4,Area-15,,,0,,1,Personal & Car related issues,0,,,,,,
27/01/2024,1:00:00,CNR5331065,Cancelled by Driver,399969,eBike,Area-46,Area-9,,,0,,1,More than permitted people in there,0,,,,,,
19/01/2024,4:00:00,CNR6961674,Cancelled by Customer,852412,Mini,Area-1,Area-33,,,1,Change of plans,0,,0,,,,,,
24/01/2024,2:00:00,CNR7107393,Cancelled by Driver,127463,eBike,Area-7,Area-21,,,0,,1,More than permitted people in there,0,,,,,,
18/01/2024,0:00:00,CNR6220922,Success,836389,Mini,Area-27,Area-50,13.5,3.87,0,,0,,0,,94.75,Card,32.31,4.9,3.5
19/01/2024,7:00:00,CNR0465903,Success,223337,Prime Plus,Area-31,Area-4,15,5.65,0,,0,,0,,73.14,UPI,5.71,3.3,3.2
30/01/2024,8:00:00,CNR8054720,Success,477984,eBike,Area-7,Area-15,11.77,2.3,0,,0,,0,,1216.53,Cash,16.41,4.2,3.9
10/01/2024,5:00:00,CNR9645490,Cancelled by Driver,982153,Prime Sedan,Area-2,Area-27,,,0,,1,More than permitted people in there,0,,,,,,
05/01/2024,11:00:00,CNR1393857,Success,314478,Bike,Area-40,Area-3,10.4,15.47,0,,0,,0,,1643.41,Wallet,48.33,3.6,3.6
20/01/2024,20:00:00,CNR9147843,Success,375512,Mini,Area-36,Area-40,6.35,9.08,0,,0,,0,,354.32,Card,45.93,4.8,3.9
29/01/2024,14:00:00,CNR4539641,Cancelled by Driver,896877,eBike,Area-13,Area-48,,,0,,1,The customer was coughing/sick,0,,,,,,
09/01/2024,0:00:00,CNR6650273,Incomplete,464416,Auto,Area-30,Area-38,,,0,,0,,1,Vehicle Breakdown,,,,,
30/01/2024,9:00:00,CNR8439265,Success,142652,Prime Plus,Area-28,Area-37,5.28,29.68,0,,0,,0,,325.54,Card,14.11,4.6,3.9
21/01/2024,3:00:00,CNR5072139,Success,390789,Bike,Area-11,Area-8,18.97,7.57,0,,0,,0,,1644.02,Cash,1.64,4.5,4.8
22/01/2024,22:00:00,CNR9793677,Success,555507,Auto,Area-28,Area-41,17.29,27.53,0,,0,,0,,948.81,UPI,27.1,3.4,3.6
08/01/2024,23:00:00,CNR9583446,Cancelled by Driver,230849,Prime SUV,Area-28,Area-10,,,0,,1,Customer related issue,0,,,,,,
07/01/2024,10:00:00,CNR9860856,Incomplete,717312,Auto,Area-17,Area-27,,,0,,0,,1,Vehicle Breakdown,,,,,
12/01/2024,19:00:00,CNR3556355,Success,429709,eBike,Area-20,Area-47,13.7,23.5,0,,0,,0,,1962.66,UPI,10.34,3.7,4.8
27/01/2024,15:00:00,CNR9135663,Success,472105,Bike,Area-4,Area-26,8.85,28.3,0,,0,,0,,142.55,Card,48.9,4.9,3.4
11/01/2024,8:00:00,CNR1486616,Incomplete,559683,Prime SUV,Area-47,Area-36,,,0,,0,,1,Vehicle Breakdown,,,,,
07/01/2024,17:00:00,CNR9588411,Success,151301,Auto,Area-7,Area-26,9.11,1.86,0,,0,,0,,1161.41,Cash,23.01,3,5
19/01/2024,12:00:00,CNR6875001,Cancelled by Driver,393883,Bike,Area-35,Area-13,,,0,,1,Personal & Car related issues,0,,,,,,
12/01/2024,8:00:00,CNR8674554,Cancelled by Driver,583060,Prime Sedan,Area-34,Area-5,,,0,,1,More than permitted people in there,0,,,,,,
15/01/2024,8:00:00,CNR1532867,Cancelled by Driver,387081,Prime Plus,Area-33,Area-5,,,0,,1,More than permitted people in there,0,,,,,,
15/01/2024,23:00:00,CNR9527135,Cancelled by Driver,520975,Bike,Area-47,Area-31,,,0,,1,The customer was coughing/sick,0,,,,,,
28/01/2024,14:00:00,CNR7794022,Cancelled by Driver,795471,Prime Plus,Area-24,Area-10,,,0,,1,The customer was coughing/sick,0,,,,,,
27/01/2024,20:00:00,CNR1723137,Cancelled by Driver,665994,Auto,Area-5,Area-38,,,0,,1,Customer related issue,0,,,,,,
30/01/2024,12:00:00,CNR7558420,Success,435666,Auto,Area-42,Area-48,16.74,16.12,0,,0,,0,,455.92,Card,33.04,3.7,4.5
11/01/2024,21:00:00,CNR1900392,Success,611319,Prime Sedan,Area-20,Area-27,1.95,8.67,0,,0,,0,,1495.97,UPI,49.78,3.6,4.7
29/01/2024,20:00:00,CNR5771548,Cancelled by Driver,532539,Auto,Area-19,Area-48,,,0,,1,Customer related issue,0,,,,,,
03/01/2024,1:00:00,CNR7125082,Success,513581,Prime SUV,Area-14,Area-21,12.11,4.98,0,,0,,0,,555.79,Wallet,23.18,3.1,4.4
03/01/2024,0:00:00,CNR5444454,Success,564253,Prime SUV,Area-1,Area-11,12.35,24.17,0,,0,,0,,1319,Wallet,9.34,3.2,4.3
27/01/2024,12:00:00,CNR6997734,Success,371679,Prime Sedan,Area-18,Area-21,13.37,16.5,0,,0,,0,,1453.19,Wallet,43,4.5,4.7
13/01/2024,4:00:00,CNR9688411,Success,102762,eBike,Area-36,Area-1,14.28,14.68,0,,0,,0,,1000.05,UPI,30.61,4.9,4.9
05/01/2024,8:00:00,CNR2594526,Cancelled by Driver,487513,Auto,Area-31,Area-11,,,0,,1,The customer was coughing/sick,0,,,,,,
11/01/2024,22:00:00,CNR9900953,Success,245999,Prime Sedan,Area-14,Area-16,14.99,1.72,0,,0,,0,,571.55,Cash,41.34,3.7,3.7
18/01/2024,1:00:00,CNR6566914,Success,215048,Prime SUV,Area-19,Area-5,6.85,25.67,0,,0,,0,,754.46,Cash,21.28,4,3.8
